symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,calloi,putoi
TRIP,8/15/2019,0.4098,0.3903,0.4000,391,345,35652,43168
TRK,8/15/2019,0.2620,0.2620,0.2620,0,0,154,200
TRMB,8/15/2019,0.3177,0.2756,0.2966,8,0,2004,1349
TRMK,8/15/2019,0.5232,0.2705,0.3969,0,0,190,2310
TRN,8/15/2019,0.4110,0.4271,0.4190,205,212,5697,3976
TRNO,8/15/2019,0.1990,0.1977,0.1984,0,0,118,0
TROW,8/15/2019,0.2803,0.2971,0.2887,80,95,8025,5297
TROX,8/15/2019,0.6454,0.7190,0.6822,25,2179,28952,12984
TRP,8/15/2019,0.2445,0.2214,0.2330,6,7,1859,1357
TRQ,8/15/2019,0.0000,0.0000,0.0000,7,8,16821,2025
TRS,8/15/2019,0.5255,0.3180,0.4218,0,0,127,49
TRST,8/15/2019,1.1150,0.8508,0.9829,0,0,55,2
TRTN,8/15/2019,0.3052,0.4129,0.3590,47,10,10213,7523
TRTX,8/15/2019,0.0427,0.1217,0.0822,8,0,1458,256
TRU,8/15/2019,0.2688,0.2734,0.2711,22,0,7275,2239
TRUE,8/15/2019,0.5962,0.4381,0.5172,181,204,7566,1264
TRUP,8/15/2019,0.5229,0.5448,0.5338,48,137,7196,6496
TRV,8/15/2019,0.2000,0.2226,0.2113,445,1372,13083,15188
TRVG,8/15/2019,0.5315,0.6076,0.5696,72,1,3624,387
TRVN,8/15/2019,1.4448,1.4448,1.4448,27,0,6761,243
TRX,8/15/2019,0.6016,0.6016,0.6016,48,0,4049,219
TRXC,8/15/2019,1.0693,0.9784,1.0238,174,205,56958,20249
TS,8/15/2019,0.4181,0.3878,0.4030,471,0,2099,3170
TSCO,8/15/2019,0.2962,0.2994,0.2978,2850,542,19213,10766
TSE,8/15/2019,0.5035,0.5308,0.5172,4,0,643,529
TSEM,8/15/2019,0.3961,0.4194,0.4078,37,10,44461,20577
TSG,8/15/2019,0.5100,0.4763,0.4932,104,243,42835,13022
TSLA,8/15/2019,0.4789,0.4923,0.4856,105319,161322,606412,1540459
TSLX,8/15/2019,0.2186,0.2226,0.2206,0,0,347,228
TSM,8/15/2019,0.3121,0.3125,0.3123,2483,2635,101041,61130
TSN,8/15/2019,0.2695,0.2808,0.2752,3569,1486,37324,26301
TSQ,8/15/2019,0.5620,1.0499,0.8060,0,0,54,19
TSS,8/15/2019,0.2797,0.2678,0.2738,128,8,17146,4807
TSU,8/15/2019,0.4793,0.4303,0.4548,0,0,11471,153
TTC,8/15/2019,0.2837,0.2687,0.2762,12,74,348,235
TTD,8/15/2019,0.5617,0.5516,0.5566,6708,4299,52203,41484
TTEC,8/15/2019,0.4005,0.3726,0.3866,0,0,1543,727
TTEK,8/15/2019,0.2974,0.2666,0.2820,3,0,3043,693
TTGT,8/15/2019,0.4301,0.4162,0.4232,5,20,1295,457
TTI,8/15/2019,0.0000,0.0000,0.0000,0,0,874,127
TTM,8/15/2019,0.5212,0.5146,0.5179,182,1172,41124,37779
TTMI,8/15/2019,0.5006,0.5002,0.5004,0,0,5153,3325
TTNP,8/15/2019,0.0000,0.0000,0.0000,235,0,11158,465
TTOO,8/15/2019,1.7296,3.1607,2.4452,68,50,12318,3222
TTPH,8/15/2019,0.0000,0.0000,0.0000,0,0,1573,211
TTS,8/15/2019,0.0000,0.0000,0.0000,0,179,3497,266
TTT,8/15/2019,0.5277,0.5206,0.5241,79,11,1197,353
TTWO,8/15/2019,0.3500,0.3434,0.3467,5346,5111,53853,39389
TU,8/15/2019,0.1986,0.2201,0.2094,0,0,232,440
TUFN,8/15/2019,0.8414,0.8227,0.8320,30,27,2753,851
TUP,8/15/2019,0.5007,0.5461,0.5234,60,223,13157,16774
TUR,8/15/2019,0.3396,0.3600,0.3498,625,45,28427,27715
TURN,8/15/2019,0.0000,0.0000,0.0000,1823,93,7544,41
TUSK,8/15/2019,0.5843,0.6543,0.6193,45,5,1758,706
TV,8/15/2019,0.3913,0.4047,0.3980,12,1248,39798,12560
TVTY,8/15/2019,0.3830,0.3934,0.3882,155,77,4435,6867
TW,8/15/2019,0.3682,0.3843,0.3762,114,127,6469,5478
TWI,8/15/2019,0.8195,0.8187,0.8191,0,49,2600,329
TWIN,8/15/2019,0.5936,0.6720,0.6328,0,0,384,26
TWLO,8/15/2019,0.5229,0.5140,0.5185,15416,10069,114284,82753
TWM,8/15/2019,0.4567,0.4740,0.4654,194,16,1929,550
TWNK,8/15/2019,0.4171,0.2981,0.3576,7,105,18818,3980
TWO,8/15/2019,0.2686,0.1446,0.2066,176,261,6462,4071
TWOU,8/15/2019,0.6941,0.6191,0.6566,660,213,20337,6170
TWST,8/15/2019,0.7577,0.9363,0.8470,5,0,35,38
TWTR,8/15/2019,0.4247,0.4142,0.4194,32654,25567,641874,465902
TX,8/15/2019,0.5199,0.5572,0.5386,275,1320,2504,1782
TXMD,8/15/2019,1.0180,1.0525,1.0352,831,21,69785,32779
TXN,8/15/2019,0.2994,0.2958,0.2976,5507,4368,124247,129621
TXRH,8/15/2019,0.3210,0.3324,0.3267,58,115,6504,3810
TXT,8/15/2019,0.3159,0.3100,0.3130,178,575,8679,7114
TYD,8/15/2019,0.3127,0.3193,0.3160,5,0,20,194
TYL,8/15/2019,0.2621,0.2362,0.2492,0,20,1071,427
TYME,8/15/2019,2.4101,3.1077,2.7589,1,0,2121,236
TYO,8/15/2019,0.0000,0.0000,0.0000,1,0,113,0
TYPE,8/15/2019,0.1127,0.1127,0.1127,7,10,979,639
TZA,8/15/2019,0.6807,0.7297,0.7052,1065,357,8749,8524
TZOO,8/15/2019,0.6759,0.6423,0.6591,53,23,4283,3678
UA,8/15/2019,0.4480,0.4423,0.4452,295,267,26540,16083
UAA,8/15/2019,0.4448,0.4429,0.4438,4757,6470,91455,94649
UAL,8/15/2019,0.3131,0.3090,0.3110,4143,15057,143303,165569
UAMY,8/15/2019,0.0000,0.0000,0.0000,0,0,25,1
UAN,8/15/2019,0.8913,0.8848,0.8880,52,0,6508,3396
UBA,8/15/2019,0.1149,0.2200,0.1674,3,0,129,137
UBER,8/15/2019,0.4944,0.5163,0.5054,17458,17429,211687,280196
UBIO,8/15/2019,0.7735,0.7806,0.7770,0,0,157,128
UBNK,8/15/2019,0.2816,0.2131,0.2474,0,0,17,38
UBNT,8/15/2019,0.4456,0.4495,0.4476,127,1474,12110,17658
UBS,8/15/2019,0.1940,0.2954,0.2447,1622,813,33575,17627
UBSI,8/15/2019,0.4439,0.2961,0.3700,0,4,268,38
UBT,8/15/2019,0.4179,0.3148,0.3664,2,5,3,118
UBX,8/15/2019,1.0974,1.0823,1.0898,0,0,594,40
UCBI,8/15/2019,0.2674,0.3400,0.3037,0,0,1554,44
UCFC,8/15/2019,0.8139,0.8044,0.8092,0,0,20,0
UCO,8/15/2019,0.6817,0.7055,0.6936,2062,1377,40403,49853
UCTT,8/15/2019,0.5333,0.5458,0.5396,48,315,11650,4689
UDN,8/15/2019,0.2243,0.3331,0.2787,100,0,2547,294
UDOW,8/15/2019,0.5829,0.5861,0.5845,788,471,4705,8051
UDR,8/15/2019,0.2013,0.2138,0.2076,0,130,364,546
UE,8/15/2019,0.3280,0.3040,0.3160,0,0,274,580
UEC,8/15/2019,1.1027,0.9710,1.0368,123,29,45056,11097
UEIC,8/15/2019,0.6496,0.5066,0.5781,0,0,391,92
UEPS,8/15/2019,0.7579,0.7614,0.7596,66,23,5449,288
UFCS,8/15/2019,0.3000,0.2982,0.2991,1,0,215,462
UFI,8/15/2019,0.4331,0.3864,0.4098,1,3,395,114
UFPI,8/15/2019,0.3186,0.3018,0.3102,0,0,607,148
UFS,8/15/2019,0.3772,0.3519,0.3646,83,73,5907,4576
UGA,8/15/2019,0.3376,0.3801,0.3588,20,2,2872,1496
UGI,8/15/2019,0.2609,0.2797,0.2703,7,45,508,1144
UGL,8/15/2019,0.3455,0.3440,0.3448,175,19,2333,733
UGP,8/15/2019,0.9704,0.9704,0.9704,0,0,1221,342
UHS,8/15/2019,0.2538,0.2614,0.2576,13,1,3586,3878
UHT,8/15/2019,0.2806,0.3127,0.2966,2,0,101,71
UIHC,8/15/2019,0.6685,0.6195,0.6440,20,0,800,205
UIS,8/15/2019,0.5276,0.5684,0.5480,66,10,14184,1843
UL,8/15/2019,0.1717,0.1617,0.1667,83,244,2921,1648
ULBI,8/15/2019,0.4089,0.5722,0.4906,0,0,663,588
ULE,8/15/2019,0.1628,0.2465,0.2046,0,145,460,147
ULTA,8/15/2019,0.4709,0.4684,0.4696,2569,5491,16500,22449
UMBF,8/15/2019,0.2460,0.2766,0.2613,10,3,43,11
UMC,8/15/2019,0.0000,0.0000,0.0000,0,0,472,77
UMDD,8/15/2019,0.6140,0.6024,0.6082,0,0,25,24
UMH,8/15/2019,0.4174,0.2251,0.3212,5,0,387,134
UMPQ,8/15/2019,0.1775,0.3096,0.2436,10,26,358,200
UN,8/15/2019,0.1747,0.1448,0.1598,3,653,10772,3386
UNF,8/15/2019,0.2444,0.2096,0.2270,0,10,32,70
UNFI,8/15/2019,0.8566,0.8222,0.8394,127,9810,9107,12775
UNG,8/15/2019,0.4616,0.4044,0.4330,14721,4213,136541,71509
UNH,8/15/2019,0.2546,0.2662,0.2604,7152,4085,120540,96740
UNIT,8/15/2019,0.7825,0.7544,0.7684,431,738,70389,159416
UNL,8/15/2019,0.0000,0.0000,0.0000,0,0,5,0
UNM,8/15/2019,0.3521,0.3862,0.3692,62,122,27543,16804
UNP,8/15/2019,0.2717,0.2857,0.2787,5049,6831,91473,107207
UNT,8/15/2019,1.1611,1.1774,1.1692,74,0,2775,2296
UNVR,8/15/2019,0.3911,0.3860,0.3886,0,67,3861,21554
UPLC,8/15/2019,0.0000,0.0000,0.0000,20,0,67001,993
UPLD,8/15/2019,0.4884,0.4801,0.4842,88,8,18710,4895
UPRO,8/15/2019,0.6115,0.5775,0.5945,1735,1927,35045,60287
UPS,8/15/2019,0.2392,0.2855,0.2623,65353,3291,202298,136373
UPWK,8/15/2019,0.5170,0.5049,0.5110,566,50,13314,47018
URA,8/15/2019,0.2860,0.2598,0.2729,101,625,6754,1898
URBN,8/15/2019,0.6121,0.5917,0.6019,3169,3602,13253,45669
URE,8/15/2019,0.3072,0.3273,0.3172,0,0,290,181
URGN,8/15/2019,0.5864,0.5721,0.5792,15,2,1930,712
URI,8/15/2019,0.4458,0.4390,0.4424,6168,4650,70558,59998
URTH,8/15/2019,0.1537,0.1805,0.1671,0,0,11,53
URTY,8/15/2019,0.6649,0.6667,0.6658,27,6,449,245
USAC,8/15/2019,0.0517,0.0414,0.0466,35,141,2283,6270
USAK,8/15/2019,0.3342,0.6463,0.4902,0,15,1052,4389
USAT,8/15/2019,0.9357,0.9753,0.9555,297,0,34411,8079
USB,8/15/2019,0.2418,0.2362,0.2390,7566,1356,147404,98055
USCR,8/15/2019,0.4879,0.4685,0.4782,63,94,3859,3340
USD,8/15/2019,0.6137,0.6046,0.6092,13,1,789,371
USDU,8/15/2019,0.0000,0.0000,0.0000,0,0,52,2
USFD,8/15/2019,0.2614,0.2411,0.2513,8,1,1668,2054
USHY,8/15/2019,0.2736,0.4835,0.3786,0,0,17,3
USIG,8/15/2019,0.0984,0.0935,0.0960,0,0,2,49
USL,8/15/2019,0.3650,0.3734,0.3692,0,0,49,38
USM,8/15/2019,0.4507,0.4466,0.4486,0,2,1791,1515
USMC,8/15/2019,0.4954,0.4954,0.4954,0,0,0,0
USMV,8/15/2019,0.1770,0.1731,0.1750,144,360,1881,3761
USNA,8/15/2019,0.4425,0.4444,0.4434,10,11,1205,683
USO,8/15/2019,0.3397,0.3605,0.3501,41867,30686,955288,1223585
USOD,8/15/2019,2.0624,2.5041,2.2832,0,0,6,17
USOU,8/15/2019,1.0295,1.0556,1.0426,67,0,702,172
USPH,8/15/2019,0.3209,0.3162,0.3186,6,0,128,212
UST,8/15/2019,0.1571,0.1503,0.1537,13,0,45,34
USX,8/15/2019,0.8116,0.7650,0.7883,90,0,1813,1157
UTHR,8/15/2019,0.4231,0.3996,0.4114,240,20,13512,6502
UTI,8/15/2019,0.4818,0.4757,0.4788,0,0,110,0
UTL,8/15/2019,0.4394,0.3089,0.3742,0,0,161,35
UTSI,8/15/2019,0.4147,0.4147,0.4147,0,0,60,6
UTX,8/15/2019,0.2540,0.2648,0.2594,2892,2491,72845,52039
UTY,8/15/2019,0.1354,0.1575,0.1464,0,0,117,2
UUP,8/15/2019,0.0748,0.0748,0.0748,1754,424,80633,69901
UUUU,8/15/2019,1.0230,1.0238,1.0234,96,225,18675,2378
UVE,8/15/2019,0.3530,0.3537,0.3534,169,1,5161,1126
UVSP,8/15/2019,0.5689,0.3064,0.4376,0,0,24,235
UVV,8/15/2019,0.2820,0.2819,0.2820,86,21,1238,1368
UVXY,8/15/2019,1.3780,1.3525,1.3652,48951,38352,240132,211970
UWM,8/15/2019,0.4536,0.4374,0.4455,4,50,373,929
UXIN,8/15/2019,1.1008,1.2393,1.1700,91,116,28766,7153
UYG,8/15/2019,0.3588,0.3421,0.3505,1985,27,5061,1363
UYM,8/15/2019,0.5382,0.5377,0.5379,0,0,162,133
V,8/15/2019,0.2574,0.2514,0.2544,14719,13625,271106,281364
VAC,8/15/2019,0.3796,0.3887,0.3842,16,3,3845,3420
VAL,8/15/2019,1.2902,1.3681,1.3292,574,1977,32752,122683
VALE,8/15/2019,0.4136,0.4147,0.4142,9886,21967,335365,566700
VAR,8/15/2019,0.2911,0.2940,0.2925,499,302,10418,3811
VAW,8/15/2019,0.2679,0.2034,0.2357,0,0,71,5
VB,8/15/2019,0.2024,0.2024,0.2024,18,29,495,354
VBIV,8/15/2019,0.0000,0.0000,0.0000,0,0,591,30
VBK,8/15/2019,0.2205,0.2260,0.2232,0,4,351,242
VBLT,8/15/2019,0.0000,0.0000,0.0000,0,0,433,170
VBR,8/15/2019,0.1832,0.2132,0.1982,10,1,716,234
VBTX,8/15/2019,0.2749,0.3120,0.2934,0,0,1536,113
VC,8/15/2019,0.5193,0.5196,0.5194,34,34,6663,4977
VCEL,8/15/2019,0.6567,0.6743,0.6655,231,16,4155,678
VCIT,8/15/2019,0.0887,0.0707,0.0797,4,3,59,323
VCLT,8/15/2019,0.0694,0.0852,0.0773,5,3,90,822
VCR,8/15/2019,0.2271,0.2074,0.2172,0,0,242,80
VCRA,8/15/2019,0.5082,0.5143,0.5112,29,14,3492,764
VCYT,8/15/2019,0.7228,0.7012,0.7120,5,11,2085,927
VDC,8/15/2019,0.1777,0.1711,0.1744,0,2,330,42
VDE,8/15/2019,0.2804,0.2732,0.2768,3,66,2273,942
VEA,8/15/2019,0.1751,0.1696,0.1724,14,10,1952,516
VEC,8/15/2019,0.4017,0.3702,0.3860,6,0,210,167
VECO,8/15/2019,0.5862,0.5408,0.5635,0,5,563,1010
VEDL,8/15/2019,0.4209,0.5579,0.4894,10,4,2553,1207
VEEV,8/15/2019,0.4791,0.4773,0.4782,2011,891,31628,19843
VEON,8/15/2019,0.5956,0.5054,0.5505,43,0,979,2493
VER,8/15/2019,0.1900,0.2396,0.2148,35,1,13385,12211
VERI,8/15/2019,1.0427,1.0056,1.0242,95,60,4893,1157
VERU,8/15/2019,0.9903,0.9903,0.9903,0,0,3943,352
VET,8/15/2019,0.5064,0.5199,0.5132,41,68,4035,2656
VEU,8/15/2019,0.1736,0.1829,0.1783,1,3,1025,237
VFC,8/15/2019,0.2804,0.3063,0.2934,448,785,6393,7582
VFF,8/15/2019,0.7415,0.8107,0.7761,1229,441,18965,11810
VFH,8/15/2019,0.2229,0.1848,0.2038,5,8,1591,211
VG,8/15/2019,0.3685,0.3811,0.3748,15,45,18925,32552
VGK,8/15/2019,0.1787,0.1786,0.1786,54,337,7304,11202
VGR,8/15/2019,0.5256,0.5395,0.5326,211,126,7791,20765
VGT,8/15/2019,0.2758,0.2679,0.2719,48,16,975,1328
VGZ,8/15/2019,0.0000,0.0000,0.0000,100,0,1243,11
VHC,8/15/2019,1.0639,1.0241,1.0440,1455,314,44526,15679
VHT,8/15/2019,0.1907,0.1785,0.1846,2,2,451,260
VIA,8/15/2019,0.5875,0.5201,0.5538,29,14,1089,178
VIAB,8/15/2019,0.3043,0.3520,0.3282,1956,3972,71361,81031
VIAV,8/15/2019,0.5085,0.4902,0.4994,6489,657,15060,2885
VICI,8/15/2019,0.1495,0.2188,0.1841,47,2,13843,1251
VICL,8/15/2019,1.1537,1.1537,1.1537,504,0,7846,43
VICR,8/15/2019,0.5943,0.6090,0.6016,190,39,4515,2155
VIG,8/15/2019,0.1871,0.1777,0.1824,56,25,4904,3334
VIIX,8/15/2019,0.8388,0.8591,0.8490,282,9,1935,665
VIPS,8/15/2019,0.6055,0.6010,0.6033,10865,1161,90742,99101
VIRT,8/15/2019,0.3018,0.4152,0.3585,310,10,7761,6387
VIS,8/15/2019,0.2224,0.2422,0.2323,22,1,306,99
VISI,8/15/2019,0.8162,0.7755,0.7958,14,0,12133,188
VIV,8/15/2019,0.3956,0.4067,0.4012,0,0,1264,345
VIVE,8/15/2019,0.0000,0.0000,0.0000,1,1,786,3
VIVO,8/15/2019,0.4296,0.4437,0.4366,0,4,1075,191
VIX,8/15/2019,0.9792,0.7290,0.8541,542528,168252,7710979,2845958
VIXM,8/15/2019,0.4344,0.4422,0.4383,755,446,3194,5722
VIXY,8/15/2019,0.8846,0.8460,0.8653,981,873,14494,7201
VJET,8/15/2019,1.5906,1.5890,1.5898,75,21,749,482
VKTX,8/15/2019,0.7085,0.6975,0.7030,501,307,70253,19314
VLO,8/15/2019,0.3453,0.3400,0.3426,4823,3563,96627,78841
VLRS,8/15/2019,0.5473,0.7782,0.6627,23,0,2898,157
VLUE,8/15/2019,0.2110,0.1816,0.1963,0,0,2,0
VLY,8/15/2019,0.3745,0.3678,0.3712,100,0,2249,494
VMC,8/15/2019,0.2658,0.2821,0.2740,374,87,15670,25696
VMI,8/15/2019,0.2830,0.2762,0.2796,0,1,414,533
VMW,8/15/2019,0.5022,0.4894,0.4958,4833,4249,26368,49480
VNDA,8/15/2019,0.7582,0.7859,0.7720,212,34,1867,1941
VNE,8/15/2019,0.6680,0.6369,0.6524,56,58,5248,5239
VNET,8/15/2019,0.7793,0.6137,0.6965,271,20,6578,1591
VNO,8/15/2019,0.2279,0.2182,0.2230,208,20,8302,9436
VNOM,8/15/2019,0.4271,0.4287,0.4279,49,378,11766,6083
VNQ,8/15/2019,0.1668,0.1592,0.1630,357,268,39185,88121
VNQI,8/15/2019,0.1432,0.1432,0.1432,2,0,110,460
VNTR,8/15/2019,0.9764,1.0457,1.0110,0,0,5153,982
VO,8/15/2019,0.1708,0.1892,0.1800,0,2,288,201
VOC,8/15/2019,0.4412,0.4580,0.4496,2000,10,928,607
VOD,8/15/2019,0.2537,0.2538,0.2538,550,571,110858,58762
VOE,8/15/2019,0.1880,0.1978,0.1929,0,10,449,237
VOO,8/15/2019,0.2078,0.2053,0.2066,117,148,3472,3640
VOT,8/15/2019,0.1990,0.2100,0.2045,0,1,191,77
VOX,8/15/2019,0.2199,0.2288,0.2244,0,0,192,15
VOXX,8/15/2019,0.1234,0.1402,0.1318,0,0,2215,82
VOYA,8/15/2019,0.3096,0.3063,0.3080,4,13,6904,3037
VPG,8/15/2019,0.3747,0.3622,0.3684,0,0,89,168
VPL,8/15/2019,0.1627,0.1796,0.1712,0,0,230,73
VPU,8/15/2019,0.1552,0.1500,0.1526,32,84,615,227
VRA,8/15/2019,0.6133,0.5637,0.5885,0,19,3995,1539
VRAY,8/15/2019,1.0263,0.7580,0.8922,563,21,34321,27550
VREX,8/15/2019,0.6468,0.6330,0.6399,2,2,428,5122
VRML,8/15/2019,0.0000,0.0000,0.0000,0,0,59,50
VRNS,8/15/2019,0.4102,0.3798,0.3950,358,46,1951,1837
VRNT,8/15/2019,0.3942,0.3830,0.3886,4,0,7642,3879
VRP,8/15/2019,0.0000,0.0000,0.0000,0,0,2,75
VRRM,8/15/2019,0.6680,0.5083,0.5881,0,0,86,0
VRS,8/15/2019,0.5521,0.6613,0.6067,0,42,596,3042
VRSK,8/15/2019,0.2052,0.2128,0.2090,20,19,1615,1586
VRSN,8/15/2019,0.2765,0.2669,0.2717,173,414,6395,8643
VRTU,8/15/2019,0.4061,0.4300,0.4180,72,5,911,116
VRTV,8/15/2019,0.2584,0.2979,0.2782,0,18,362,210
VRTX,8/15/2019,0.3032,0.2986,0.3009,490,422,18428,19862
VSAT,8/15/2019,0.3076,0.2817,0.2946,73,5,7735,10083
VSH,8/15/2019,0.4046,0.3967,0.4006,80,3,4232,2143
VSI,8/15/2019,0.5960,0.5960,0.5960,3,1,3540,10052
VSLR,8/15/2019,0.6937,0.5931,0.6434,139,90,8692,3112
VSM,8/15/2019,0.5405,0.5512,0.5458,0,150,915,3291
VSS,8/15/2019,0.1895,0.1816,0.1856,5,1,26,73
VST,8/15/2019,0.2754,0.3047,0.2901,124,83,38580,19354
VSTM,8/15/2019,1.7702,1.6466,1.7084,52,0,19870,2492
VSTO,8/15/2019,1.0961,0.5453,0.8207,17,15,1430,317
VT,8/15/2019,0.1958,0.1936,0.1947,15,15,6680,1743
VTI,8/15/2019,0.1902,0.2161,0.2032,434,216,13164,4207
VTNR,8/15/2019,0.0000,0.0000,0.0000,0,0,626,1
VTR,8/15/2019,0.2309,0.2270,0.2290,848,375,22066,26017
VTV,8/15/2019,0.1770,0.2033,0.1901,103,20,1430,509
VTWO,8/15/2019,0.2456,0.2455,0.2456,0,0,73,21
VUG,8/15/2019,0.2207,0.2192,0.2200,71,9,1314,1606
VUZI,8/15/2019,1.2856,1.2436,1.2646,168,107,20788,4892
VV,8/15/2019,0.2103,0.2181,0.2142,1,0,201,61
VVI,8/15/2019,0.3452,0.2146,0.2799,0,0,1643,104
VVUS,8/15/2019,1.5006,0.9722,1.2364,2,0,2762,236
VVV,8/15/2019,0.2550,0.2436,0.2493,10,12,3725,1831
VWO,8/15/2019,0.2243,0.2172,0.2208,170,3679,43375,48418
VXF,8/15/2019,0.1975,0.2104,0.2040,4,0,177,5
VXUS,8/15/2019,0.1950,0.1735,0.1842,20,3,585,231
VXX,8/15/2019,0.8641,0.8763,0.8702,139746,89371,866627,885779
VXZ,8/15/2019,0.2517,0.2517,0.2517,143,269,2636,5133
VYGR,8/15/2019,0.8073,0.6752,0.7412,6,12,1933,401
VYM,8/15/2019,0.1204,0.1783,0.1493,36,53,2445,1318
VZ,8/15/2019,0.2010,0.1990,0.2000,16442,7399,342722,282891
W,8/15/2019,0.5269,0.5400,0.5334,5757,7591,45606,54633
WAB,8/15/2019,0.3879,0.3850,0.3864,1790,14510,17175,33470
WABC,8/15/2019,0.3313,0.2597,0.2955,0,0,81,26
WAFD,8/15/2019,0.3299,0.1888,0.2594,0,0,341,1094
WAGE,8/15/2019,0.3388,0.4330,0.3859,204,0,1940,4618
WAIR,8/15/2019,0.6654,0.7528,0.7091,2,0,6679,2554
WAL,8/15/2019,0.4118,0.3975,0.4046,11,12,2458,1511
WASH,8/15/2019,0.5472,0.4205,0.4838,0,0,7,0
WAT,8/15/2019,0.2768,0.2818,0.2793,55,127,8291,8545
WATT,8/15/2019,1.3056,1.0815,1.1936,170,197,65116,12200
WB,8/15/2019,0.6626,0.6484,0.6555,1036,2060,59870,85543
WBA,8/15/2019,0.2603,0.3128,0.2865,7290,6781,130008,108141
WBAI,8/15/2019,0.5799,1.1865,0.8832,12,75,2180,2632
WBC,8/15/2019,0.0490,0.0458,0.0474,0,0,2683,623
WBS,8/15/2019,0.3503,0.3473,0.3488,0,7,2656,3384
WBT,8/15/2019,0.3453,0.3579,0.3516,2010,1000,14538,8698
WCC,8/15/2019,0.3326,0.3425,0.3376,1,6,2228,294
WCG,8/15/2019,0.2715,0.2430,0.2572,5,19,6592,14260
WCN,8/15/2019,0.1851,0.1864,0.1858,37,53,3125,965
WD,8/15/2019,0.2695,0.3163,0.2929,27,3,694,260
WDAY,8/15/2019,0.4926,0.4763,0.4844,3301,4165,62953,58308
WDC,8/15/2019,0.4824,0.4762,0.4793,6391,2770,271846,193831
WDFC,8/15/2019,0.2345,0.2277,0.2311,39,4,875,677
WDR,8/15/2019,0.2285,0.3791,0.3038,2,21,3544,11415
WEAT,8/15/2019,0.3720,0.3720,0.3720,58,4,9783,454
WEC,8/15/2019,0.1983,0.1696,0.1840,535,57,13983,2612
WELL,8/15/2019,0.2030,0.2047,0.2038,451,418,9959,12257
WEN,8/15/2019,0.2391,0.2739,0.2565,2171,65,22015,18147
WERN,8/15/2019,0.3627,0.3506,0.3566,6,195,1639,1998
WES,8/15/2019,0.4105,0.3785,0.3945,647,38,21948,2178
WETF,8/15/2019,0.5188,0.5990,0.5589,2254,55,60572,61166
WEX,8/15/2019,0.3141,0.3135,0.3138,1,40,5238,9305
WFC,8/15/2019,0.2750,0.2789,0.2770,28597,19838,777734,645662
WFTIQ,8/15/2019,0.0000,0.0000,0.0000,0,0,122178,19356
WGO,8/15/2019,0.4685,0.4796,0.4740,410,1306,4246,2704
WH,8/15/2019,0.3159,0.3260,0.3210,6056,47,10077,4719
WHD,8/15/2019,0.4709,0.5359,0.5034,1,1,1921,3199
WHG,8/15/2019,0.6350,0.7314,0.6832,0,0,176,23
WHR,8/15/2019,0.3474,0.3659,0.3566,463,869,19460,23283
WIFI,8/15/2019,0.7560,0.6921,0.7241,238,13,11413,4233
WING,8/15/2019,0.3749,0.3790,0.3770,103,97,4360,8207
WINMQ,8/15/2019,0.0000,0.0000,0.0000,0,0,3380,1095
WIRE,8/15/2019,0.3342,0.3578,0.3460,0,2,180,205
WIT,8/15/2019,1.2654,1.2799,1.2726,2,0,730,84
WIX,8/15/2019,0.3983,0.3954,0.3968,385,916,20155,12580
WK,8/15/2019,0.4443,0.4483,0.4463,767,225,4139,636
WLDN,8/15/2019,0.4040,0.4212,0.4126,0,0,484,117
WLH,8/15/2019,0.4452,0.4415,0.4434,0,0,3013,772
WLK,8/15/2019,0.3882,0.4113,0.3998,7,12,7593,6049
WLKP,8/15/2019,0.3947,0.1983,0.2965,15,180,1685,1489
WLL,8/15/2019,0.8990,0.9219,0.9104,2170,1833,67163,64142
WLTW,8/15/2019,0.2647,0.2357,0.2502,542,117,2061,2826
WM,8/15/2019,0.1800,0.2028,0.1914,617,269,24589,23781
WMB,8/15/2019,0.3286,0.3347,0.3316,1890,1013,128298,112811
WMC,8/15/2019,0.2334,0.4330,0.3332,19,20,9996,7374
WMGI,8/15/2019,0.4045,0.3935,0.3990,133,18,21420,6349
WMK,8/15/2019,0.4175,0.2891,0.3533,0,0,288,272
WMS,8/15/2019,0.2757,0.2919,0.2838,3,1,278,138
WMT,8/15/2019,0.2299,0.2080,0.2190,78376,59351,256057,286307
WNC,8/15/2019,0.4333,0.4004,0.4168,12,52,1028,966
WNEB,8/15/2019,0.3768,0.3769,0.3768,0,0,38,8
WNS,8/15/2019,0.2418,0.1659,0.2038,1,1,54,15
WOOD,8/15/2019,0.2581,0.2238,0.2410,0,4,66,48
WOR,8/15/2019,0.4053,0.3921,0.3987,2,2,898,200
WORK,8/15/2019,0.6409,0.6216,0.6313,3282,1784,48471,23799
WOW,8/15/2019,0.7212,0.7212,0.7212,7,10,1011,82
WPC,8/15/2019,0.1953,0.1478,0.1715,99,22,3342,2019
WPG,8/15/2019,1.2485,1.2371,1.2428,82,351,12613,40225
WPM,8/15/2019,0.3275,0.3714,0.3495,4128,725,131645,54862
WPP,8/15/2019,0.3156,0.2759,0.2957,2,132,605,1481
WPRT,8/15/2019,0.8696,0.8660,0.8678,84,9,9427,1523
WPS,8/15/2019,0.0000,0.0000,0.0000,0,0,0,0
WPX,8/15/2019,0.5597,0.5451,0.5524,94,61,113658,43084
